Customer Code,# of Receivers,Profit per Receiver,Profit per Receiver Bucket,# of PPV Orders (last 12 Months),Profit per PPV order,Profit per PPV order Bucket,DVR Service,DVR Service Profit,DVR Service Profit Bucket,HD Programming Service,HD Service Profit,HD Service Profit Bucket,Total Profit,Total Profit Buckets,Responder Rating,Est. Mortgage Loan Amount,Dwelling Type,Photography,Gardening,Cooking,Gourmet Food,Home Business,Readers,New Age,Upscale,Computer,Age,Marital Status,Education,Household Income,Gender,Homeowner,Number of Total Rooms,Customer Count,Age Group,Dwelling Type Details,Education Status Details,Cluster
23183,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,228805,4,0,0,0,0,0,0,0,0,0,25,1,2,62500,0,1,5,1,25-34,Unknown,Some College,3
23184,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,110515,2,0,1,1,0,0,1,0,0,1,52,1,3,62500,0,0,6,1,45-54,Single Family,Completed College,3
23185,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,100320,2,0,0,1,0,1,1,0,1,1,32,1,1,62500,0,0,5.5,1,25-34,Single Family,High School,3
23186,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,4,0,0,0,0,0,0,0,0,1,23,1,3,62500,0,0,6.5,1,18-24,Unknown,Completed College,3
23187,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,550101,2,0,0,0,0,0,0,0,1,0,53,1,1,62500,0,0,6,1,45-54,Single Family,High School,3
23188,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,3,205537,2,0,1,1,0,0,1,0,0,0,35,1,3,62500,0,0,5.86,1,35-44,Single Family,Completed College,3
23189,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,2,0,0,0,0,0,0,0,0,0,25,0,2,62500,0,0,4,1,25-34,Single Family,Some College,3
23190,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,110515,2,0,1,1,1,0,1,1,0,1,43,1,2,62500,0,1,6,1,35-44,Single Family,Some College,3
23191,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,107966,4,0,0,1,1,0,0,0,0,0,23,0,2,62500,0,0,6.5,1,18-24,Unknown,Some College,3
23192,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,268975,2,0,0,0,0,0,1,0,0,1,47,1,4,62500,0,0,8,1,45-54,Single Family,Graduate School,3
23193,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,97771,2,0,1,1,1,0,1,1,0,1,29,1,2,62500,0,0,4,1,25-34,Single Family,Some College,3
23194,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,100320,2,0,0,0,0,0,0,0,0,0,21,1,1,62500,0,0,4,1,18-24,Single Family,High School,3
23195,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,118161,2,0,0,0,0,0,1,0,0,0,38,1,3,62500,0,0,4.5,1,35-44,Single Family,Completed College,3
23196,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,120709,2,0,0,0,0,0,0,0,0,0,57,0,3,62500,0,0,5,1,55-69,Single Family,Completed College,3
23197,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,2,0,0,0,0,0,0,0,0,1,50,1,3,62500,0,0,5,1,45-54,Single Family,Completed College,3
23198,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,118161,2,0,0,0,0,1,0,0,1,0,54,1,3,62500,0,0,5.67,1,45-54,Single Family,Completed College,3
23199,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,102326,2,0,0,0,0,0,0,0,0,0,33,1,1,62500,0,0,6,1,25-34,Single Family,High School,3
23200,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,114066,4,0,0,1,1,0,1,0,0,1,61,0,4,62500,0,0,6,1,55-69,Unknown,Graduate School,3
23201,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,118161,2,0,0,1,1,0,0,1,1,0,47,0,4,62500,0,0,6,1,45-54,Single Family,Graduate School,3
23202,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,107966,2,0,0,0,0,0,0,0,0,0,21,0,1,62500,0,0,6,1,18-24,Single Family,High School,3
23203,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,105417,2,0,0,0,0,0,0,0,1,0,37,0,3,62500,0,0,6,1,35-44,Single Family,Completed College,3
23204,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,113063,2,0,0,0,0,0,0,0,0,0,50,1,1,62500,0,0,6.48,1,45-54,Single Family,High School,3
23205,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,137681,2,0,0,0,0,0,0,0,0,0,34,1,2,62500,0,1,8,1,25-34,Single Family,Some College,3
23206,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,110515,2,0,0,0,0,0,0,0,0,0,38,0,1,62500,0,0,8,1,35-44,Single Family,High School,3
23207,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,113063,3,0,0,1,0,0,1,0,1,1,34,0,4,62500,0,0,9,1,25-34,Condo,Graduate School,3
23208,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,110515,2,0,0,0,0,0,0,0,0,0,21,0,2,62500,0,0,12,1,18-24,Single Family,Some College,3
23209,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,110515,4,0,0,0,0,0,0,0,0,1,74,1,3,62500,0,0,5,1,70-Above,Unknown,Completed College,3
23210,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,102869,2,0,0,1,1,0,1,1,0,1,29,1,2,62500,0,0,6.67,1,25-34,Single Family,Some College,3
23211,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,113063,2,0,0,1,0,0,1,0,0,1,51,0,2,62500,0,0,11,1,45-54,Single Family,Some College,3
23212,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,155300,4,0,0,0,0,0,0,0,0,1,35,1,3,62500,0,1,7,1,35-44,Unknown,Completed College,3
23213,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,107966,4,0,0,0,0,0,0,0,0,0,55,0,2,62500,0,0,8,1,55-69,Unknown,Some College,3
23214,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,102869,4,0,0,0,0,0,0,0,0,1,24,1,3,62500,0,0,4,1,18-24,Unknown,Completed College,3
23215,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,102869,2,0,0,0,0,0,0,0,0,1,32,0,3,62500,0,0,7.75,1,25-34,Single Family,Completed College,3
23216,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,118161,4,0,0,0,0,0,0,0,0,0,24,0,3,62500,0,0,7.31,1,18-24,Unknown,Completed College,3
23217,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,82080,2,0,0,0,0,1,0,0,0,0,51,0,1,62500,0,0,7.5,1,45-54,Single Family,High School,3
23218,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,97180,2,0,1,0,0,0,1,0,0,1,62,1,2,62500,0,0,6,1,55-69,Single Family,Some College,3
23219,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,115612,4,1,0,0,0,0,1,0,0,1,34,1,3,62500,0,1,6.33,1,25-34,Unknown,Completed College,3
23220,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,120709,4,0,0,0,0,0,0,0,0,1,30,0,3,62500,0,0,7,1,25-34,Unknown,Completed College,3
23221,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,110515,4,0,0,0,0,0,0,0,0,1,48,0,2,62500,0,0,6.35,1,45-54,Unknown,Some College,3
23222,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,110515,2,0,0,0,0,1,1,0,1,1,38,1,2,62500,0,0,7,1,35-44,Single Family,Some College,3
23223,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,107966,4,0,0,0,0,0,0,0,0,1,55,1,1,62500,1,0,5.5,1,55-69,Unknown,High School,3
23224,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,3,115329,2,0,0,0,0,0,0,0,0,1,39,1,3,62500,1,1,6,1,35-44,Single Family,Completed College,3
23225,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,115612,2,0,1,0,0,0,1,0,0,1,51,1,2,62500,1,1,6,1,45-54,Single Family,Some College,3
23226,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,115894,2,0,1,1,1,0,1,0,1,1,62,1,1,62500,1,0,7,1,55-69,Single Family,High School,3
23227,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,150400,4,0,1,0,0,1,1,0,1,0,50,1,3,62500,1,1,8,1,45-54,Unknown,Completed College,3
23228,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,184297,4,0,0,0,0,1,1,0,1,1,45,1,4,62500,1,1,5,1,45-54,Unknown,Graduate School,3
23229,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,107966,0,0,0,0,0,0,1,0,0,1,26,1,1,62500,1,0,9,1,25-34,Unknown,High School,3
23230,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,125594,2,0,1,0,0,1,1,0,0,1,33,1,3,62500,1,1,8,1,25-34,Single Family,Completed College,3
23231,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,118161,2,0,0,0,0,0,0,0,0,0,25,0,2,62500,1,1,4.67,1,25-34,Single Family,Some College,3
23232,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,118161,4,0,0,0,0,0,0,0,0,0,31,0,3,62500,1,0,10,1,25-34,Unknown,Completed College,3
23233,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,210604,4,0,0,0,0,0,1,0,1,0,29,1,4,62500,1,1,5,1,25-34,Unknown,Graduate School,3
23234,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,124523,4,0,1,1,1,0,1,1,1,0,62,1,1,62500,1,0,3.57,1,55-69,Unknown,High School,3
23235,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,102869,2,0,0,0,0,0,0,0,0,1,27,1,1,62500,1,0,3.67,1,25-34,Single Family,High School,3
23236,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,105417,4,0,0,0,0,0,1,0,0,1,29,1,3,62500,1,0,4.5,1,25-34,Unknown,Completed College,3
23237,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,100320,2,0,0,0,0,1,0,0,1,1,32,1,3,62500,1,0,5,1,25-34,Single Family,Completed College,3
23238,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,156466,2,0,1,1,0,0,1,0,0,1,38,1,3,62500,1,0,5,1,35-44,Single Family,Completed College,3
23239,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,115612,2,0,0,1,1,1,1,0,0,1,43,1,2,62500,1,0,5,1,35-44,Single Family,Some College,3
23240,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,118161,2,0,0,0,0,0,0,0,0,0,46,1,3,62500,1,0,5,1,45-54,Single Family,Completed College,3
23241,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,102869,2,0,0,0,0,1,0,0,1,0,49,1,1,62500,1,0,5,1,45-54,Single Family,High School,3
23242,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,182492,2,0,0,0,1,0,1,1,0,1,30,1,2,62500,1,1,5,1,25-34,Single Family,Some College,3
23243,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,216822,2,0,1,1,0,1,1,0,1,1,37,1,2,62500,1,1,5.33,1,35-44,Single Family,Some College,3
23244,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,115612,2,0,1,0,0,1,1,0,0,1,47,1,2,62500,1,0,5.56,1,45-54,Single Family,Some College,3
23245,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,77595,2,0,0,0,0,0,0,0,0,0,29,1,1,62500,1,1,5.67,1,25-34,Single Family,High School,3
23246,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,145551,2,0,0,0,0,0,0,0,0,1,57,1,1,62500,1,1,6,1,55-69,Single Family,High School,3
23247,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,2,0,0,0,0,0,0,0,0,0,65,0,2,62500,1,0,6,1,55-69,Single Family,Some College,3
23248,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,107966,2,0,0,0,0,1,1,0,1,1,55,1,4,62500,1,0,6,1,55-69,Single Family,Graduate School,3
23249,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,114895,2,0,0,1,1,0,1,1,0,1,37,1,1,62500,1,0,6,1,35-44,Single Family,High School,3
23250,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,107966,2,0,1,0,1,0,0,1,0,0,63,1,1,62500,1,0,6,1,55-69,Single Family,High School,3
23251,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,136363,2,0,1,1,0,1,1,0,0,1,43,1,1,62500,1,1,7,1,35-44,Single Family,High School,3
23252,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,126378,2,0,0,0,0,0,0,0,0,0,36,1,2,62500,1,0,7,1,35-44,Single Family,Some College,3
23253,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,174517,2,0,1,0,0,1,1,0,0,1,37,0,2,62500,1,1,7,1,35-44,Single Family,Some College,3
23254,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,115272,2,0,1,1,0,0,1,0,1,1,45,1,3,62500,1,1,8,1,45-54,Single Family,Completed College,3
23255,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,102869,2,0,0,0,0,0,0,0,0,1,26,1,1,62500,1,1,8,1,25-34,Single Family,High School,3
23256,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,161052,2,0,0,0,0,0,0,0,1,1,58,1,4,62500,1,1,8,1,55-69,Single Family,Graduate School,3
23257,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,110515,2,0,0,0,0,0,0,0,0,1,30,1,3,62500,1,0,8,1,25-34,Single Family,Completed College,3
23258,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,105417,2,0,0,0,0,0,1,0,0,1,36,1,1,62500,1,0,8,1,35-44,Single Family,High School,3
23259,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,110515,2,0,0,0,0,0,0,0,0,0,25,1,3,62500,1,0,8,1,25-34,Single Family,Completed College,3
23260,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,210096,2,0,0,0,0,0,0,0,0,1,41,1,2,62500,1,1,9,1,35-44,Single Family,Some College,3
23261,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,100320,4,0,0,0,0,0,0,0,0,0,39,0,1,62500,1,0,5.31,1,35-44,Unknown,High School,3
23262,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,113063,4,0,1,1,0,1,1,0,1,1,38,1,3,62500,1,1,7,1,35-44,Unknown,Completed College,3
23263,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,205591,2,0,0,1,1,0,1,0,0,1,64,1,3,62500,1,0,5,1,55-69,Single Family,Completed College,3
23264,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,3,100320,2,0,0,0,0,1,1,0,1,1,34,1,2,62500,1,1,8,1,25-34,Single Family,Some College,3
23265,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,2,0,0,0,0,1,1,0,0,1,31,1,2,62500,1,0,6,1,25-34,Single Family,Some College,3
23266,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,3,100063,2,0,0,1,0,0,1,0,1,1,46,1,2,62500,1,0,6,1,45-54,Single Family,Some College,3
23267,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,118000,2,0,0,0,0,0,0,0,0,0,37,1,3,62500,1,0,5,1,35-44,Single Family,Completed College,3
23268,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,211106,2,0,1,0,0,0,1,0,0,1,43,1,2,62500,1,1,6,1,35-44,Single Family,Some College,3
23269,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,100320,2,0,0,0,0,0,1,0,1,1,36,1,1,62500,1,0,7.49,1,35-44,Single Family,High School,3
23270,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,555719,4,0,0,1,1,0,1,0,0,1,46,1,2,62500,1,1,4,1,45-54,Unknown,Some College,3
23271,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,156560,4,1,1,1,1,0,1,0,1,1,26,1,1,62500,1,1,6,1,25-34,Unknown,High School,3
23272,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,107966,2,0,0,1,0,1,1,0,1,1,43,0,2,62500,1,0,7,1,35-44,Single Family,Some College,3
23273,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,105417,2,0,1,0,0,1,1,0,1,1,39,1,1,62500,1,1,8,1,35-44,Single Family,High School,3
23274,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,110568,2,0,0,0,0,0,1,0,0,1,36,1,2,62500,1,0,6.4,1,35-44,Single Family,Some College,3
23275,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,115853,4,0,0,0,0,1,0,0,0,1,59,1,1,62500,1,0,7.2,1,55-69,Unknown,High School,3
23276,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,147176,2,0,1,0,0,1,0,0,0,1,38,1,3,62500,1,1,5,1,35-44,Single Family,Completed College,3
23277,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,4,0,0,0,0,1,0,0,0,0,34,0,3,62500,1,0,6.67,1,25-34,Unknown,Completed College,3
23278,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,2,0,0,0,0,0,0,0,1,0,36,0,3,62500,1,0,6,1,35-44,Single Family,Completed College,3
23279,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,300187,4,1,1,1,1,0,1,0,0,1,33,1,2,62500,1,1,4,1,25-34,Unknown,Some College,3
23280,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,135714,2,0,0,0,0,0,0,0,0,0,34,0,1,62500,1,1,6,1,25-34,Single Family,High School,3
23281,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,148478,2,0,1,1,1,0,1,1,0,0,26,1,3,62500,1,0,6,1,25-34,Single Family,Completed College,3
23282,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,163322,2,0,0,0,0,0,1,0,0,1,56,1,3,62500,1,1,8,1,55-69,Single Family,Completed College,3
23283,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,110515,2,0,0,0,0,0,0,0,0,1,70,0,4,62500,1,0,9,1,70-Above,Single Family,Graduate School,3
23284,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,170602,2,0,0,0,0,1,0,0,1,0,45,1,3,62500,1,1,10,1,45-54,Single Family,Completed College,3
23285,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,157649,4,0,0,0,0,0,0,0,1,0,43,0,3,62500,1,0,4,1,35-44,Unknown,Completed College,3
23286,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,115612,2,1,1,1,1,0,1,1,0,1,52,1,1,62500,1,0,4,1,45-54,Single Family,High School,3
23287,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,107966,2,0,1,1,1,0,1,1,0,0,61,1,1,62500,1,0,5,1,55-69,Single Family,High School,3
23288,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,105417,2,0,0,0,0,0,1,0,0,1,48,0,1,62500,1,0,5,1,45-54,Single Family,High School,3
23289,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,201277,2,0,0,0,0,0,0,0,0,1,31,1,2,62500,1,1,5.03,1,25-34,Single Family,Some College,3
23290,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,159230,4,0,0,0,0,0,0,0,0,0,33,0,3,62500,1,1,5.67,1,25-34,Unknown,Completed College,3
23291,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,105417,2,0,0,0,0,0,0,0,0,1,38,0,1,62500,1,0,5.8,1,35-44,Single Family,High School,3
23292,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,3,159730,2,0,1,0,0,0,0,0,0,1,29,1,1,62500,1,0,6,1,25-34,Single Family,High School,3
23293,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,105417,2,0,0,0,0,0,0,0,0,0,60,1,3,62500,1,0,6,1,55-69,Single Family,Completed College,3
23294,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,122487,2,0,0,0,0,0,0,0,0,0,46,1,1,62500,1,1,6,1,45-54,Single Family,High School,3
23295,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,196779,4,0,0,0,0,0,1,0,1,1,33,1,2,62500,1,1,6.33,1,25-34,Unknown,Some College,3
23296,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,4,115612,2,0,1,0,1,1,0,1,1,1,44,1,2,62500,1,0,7,1,35-44,Single Family,Some College,3
23297,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,120709,2,0,0,0,0,0,0,0,0,1,27,0,3,62500,1,0,8,1,25-34,Single Family,Completed College,3
23298,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,94298,2,0,0,0,0,0,0,0,1,0,32,1,4,62500,1,1,8,1,25-34,Single Family,Graduate School,3
23299,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,107966,4,0,0,0,0,0,0,0,0,0,36,0,3,62500,1,0,10,1,35-44,Unknown,Completed College,3
23300,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,107828,2,0,0,0,0,0,0,0,0,0,53,1,2,62500,1,0,5,1,45-54,Single Family,Some College,3
23301,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,155983,2,0,0,0,0,0,0,0,0,0,44,1,3,62500,1,1,7,1,35-44,Single Family,Completed College,3
23302,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,113063,2,0,0,0,0,0,0,0,1,0,28,0,1,62500,1,1,8,1,25-34,Single Family,High School,3
23303,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,107966,2,0,1,0,0,0,0,0,0,0,21,1,2,62500,1,0,4.29,1,18-24,Single Family,Some College,3
23304,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,224852,2,0,0,1,0,1,1,0,0,1,35,1,4,62500,1,1,7.8,1,35-44,Single Family,Graduate School,3
23305,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,107966,4,0,0,0,0,0,0,0,0,0,40,0,2,62500,1,0,7.05,1,35-44,Unknown,Some College,3
23306,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,184511,4,0,0,0,0,0,0,0,0,0,36,1,3,62500,1,1,4,1,35-44,Unknown,Completed College,3
23307,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,120709,2,0,0,0,0,0,1,0,0,1,49,1,3,62500,1,0,5,1,45-54,Single Family,Completed College,3
23308,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,191546,2,0,0,0,0,0,0,0,0,0,34,1,3,62500,1,1,5.98,1,25-34,Single Family,Completed College,3
23309,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,180152,2,0,0,0,0,0,0,0,0,1,42,1,3,62500,1,1,7,1,35-44,Single Family,Completed College,3
23310,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,117080,2,0,0,0,0,0,0,0,0,0,40,1,3,62500,1,0,7.85,1,35-44,Single Family,Completed College,3
23311,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,276030,4,0,0,0,0,1,0,0,1,1,39,1,4,62500,1,1,10,1,35-44,Unknown,Graduate School,3
23312,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,118161,4,0,0,0,0,1,0,0,0,0,38,1,3,62500,1,0,7,1,35-44,Unknown,Completed College,3
23313,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,100320,4,0,0,1,0,1,0,0,0,1,33,1,2,62500,1,0,7,1,25-34,Unknown,Some College,3
23314,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,120709,2,0,0,0,0,0,0,0,0,1,22,1,3,62500,1,0,6,1,18-24,Single Family,Completed College,3
23315,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,118161,4,0,1,1,0,0,0,0,0,1,30,0,2,62500,1,0,7,1,25-34,Unknown,Some College,3
23316,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,105417,2,0,0,0,0,0,0,0,0,1,24,0,2,62500,1,0,4,1,18-24,Single Family,Some College,3
23317,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,107966,2,0,0,0,0,0,0,0,0,0,24,0,3,62500,1,0,5,1,18-24,Single Family,Completed College,3
23318,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,261737,2,0,0,0,0,0,1,0,0,0,35,0,3,62500,1,1,5,1,35-44,Single Family,Completed College,3
23319,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,97771,2,0,0,0,0,0,0,0,0,0,35,0,1,62500,1,0,5,1,35-44,Single Family,High School,3
23320,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,1,325074,2,0,0,0,0,0,0,0,1,1,40,1,3,62500,1,1,6,1,35-44,Single Family,Completed College,3
23321,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,120709,4,0,0,0,0,0,0,0,0,0,29,1,3,62500,1,0,6.33,1,25-34,Unknown,Completed College,3
23322,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,154371,2,0,0,0,0,0,1,0,0,1,45,1,1,62500,1,1,8,1,45-54,Single Family,High School,3
23323,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,135584,4,0,1,1,1,0,1,0,0,1,31,1,3,62500,1,1,8,1,25-34,Unknown,Completed College,3
23324,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,2,120709,2,0,0,0,0,0,1,0,1,0,50,1,3,62500,1,0,8,1,45-54,Single Family,Completed College,3
23325,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,224298,2,0,1,0,0,0,0,0,0,1,71,0,1,62500,1,1,10,1,70-Above,Single Family,High School,3
23326,10,500,$500,0,0,$0,1,20,$20,1,10,$10,530,$530,0,120709,2,0,1,1,1,1,1,1,0,1,61,1,3,62500,1,0,10,1,55-69,Single Family,Completed College,3
23327,10,500,$500,4,8,$8,1,20,$20,0,0,$0,528,$528,0,105417,2,0,0,0,0,0,0,0,0,0,63,1,1,8000,0,0,5.5,1,55-69,Single Family,High School,2
23328,10,500,$500,1,2,$2,1,20,$20,1,10,$10,532,$532,0,113063,2,0,0,0,0,0,0,0,0,0,41,1,1,8000,0,0,6,1,35-44,Single Family,High School,3
